customerID,Male,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,NumServices,AverageCharges,TenureBucket,TenureContract,HighPaying,CostPerService,ServiceRatio,PricePerTenureMonth,TenureMonthlyCharge,TenureNumServices
2111-DWYHN,True,False,False,False,1,True,False,False,False,False,False,False,False,False,Month-to-month,False,Mailed check,21.1,21.1,False,1,10.55,<1 year,<1 yearMonth-to-month,False,5.275,0.1111111111111111,0.0,21.1,1
4194-WHFCB,False,False,True,True,59,True,True,True,False,True,False,True,False,True,Month-to-month,True,Bank transfer (automatic),96.65,5580.8,False,6,93.01333333333334,4-5 years,4-5 yearsMonth-to-month,True,13.287619047619048,0.6666666666666666,91.4025,5702.35,354
4121-AGSIN,False,False,True,True,58,True,True,False,False,False,False,False,False,False,One year,True,Credit card (automatic),24.5,1497.9,False,2,25.38813559322034,4-5 years,4-5 yearsOne year,False,8.46271186440678,0.2222222222222222,24.97288135593221,1421.0,116
4361-BKAXE,False,False,False,False,41,True,True,True,True,True,True,True,True,True,Month-to-month,True,Bank transfer (automatic),114.5,4527.45,True,9,107.79642857142856,3-4 years,3-4 yearsMonth-to-month,True,10.779642857142855,1.0,105.0702380952381,4694.5,369
9845-PEEKO,False,True,False,False,59,True,True,True,False,True,False,False,False,False,Two year,True,Credit card (automatic),79.2,4590.35,False,4,76.50583333333334,4-5 years,4-5 yearsTwo year,True,15.301166666666669,0.4444444444444444,75.18583333333335,4672.8,236
0455-XFASS,False,False,True,True,3,True,False,True,False,False,False,False,False,False,Month-to-month,True,Electronic check,69.55,200.2,False,2,50.05,<1 year,<1 yearMonth-to-month,False,16.683333333333334,0.2222222222222222,32.662499999999994,208.65,6
0301-KOBTQ,True,False,False,False,32,True,False,False,False,False,False,False,False,False,Two year,True,Bank transfer (automatic),20.05,614.45,False,1,18.61969696969697,2-3 years,2-3 yearsTwo year,False,9.309848484848484,0.1111111111111111,18.012121212121215,641.6,32
1751-NCDLI,True,True,True,False,46,True,True,True,False,False,True,False,True,True,Month-to-month,True,Electronic check,98.85,4564.9,False,6,97.1255319148936,3-4 years,3-4 yearsMonth-to-month,True,13.875075987841944,0.6666666666666666,95.0223404255319,4547.099999999999,276
4367-NUYAO,True,False,True,True,0,True,True,False,False,False,False,False,False,False,Two year,False,Mailed check,25.75,0.0,False,2,0.0,<1 year,<1 yearTwo year,False,0.0,0.2222222222222222,-25.75,0.0,0
9878-TNQGW,True,False,False,False,2,True,False,True,False,False,False,False,False,True,Month-to-month,True,Electronic check,80.95,171.15,True,3,57.05,<1 year,<1 yearMonth-to-month,True,14.2625,0.3333333333333333,30.066666666666663,161.9,6
9170-ARBTB,False,False,True,True,52,True,False,False,False,False,False,False,False,False,One year,False,Credit card (automatic),19.6,1012.4,False,1,19.10188679245283,4-5 years,4-5 yearsOne year,False,9.550943396226415,0.1111111111111111,18.732075471698117,1019.2,52
4441-NIHPT,False,True,False,False,13,True,False,True,False,False,True,False,False,False,Month-to-month,True,Electronic check,74.3,940.35,True,3,67.16785714285714,1-2 years,1-2 yearsMonth-to-month,True,16.791964285714286,0.3333333333333333,61.86071428571429,965.9,39
8999-BOHSE,False,True,False,False,11,True,False,True,False,False,False,False,True,True,Month-to-month,False,Bank transfer (automatic),89.7,1047.7,True,4,87.30833333333334,<1 year,<1 yearMonth-to-month,True,17.461666666666666,0.4444444444444444,79.83333333333333,986.7,44
7241-AJHFS,True,False,False,False,32,True,True,True,True,False,False,True,False,False,Month-to-month,False,Bank transfer (automatic),87.65,2766.4,False,5,83.83030303030303,2-3 years,2-3 yearsMonth-to-month,True,13.971717171717172,0.5555555555555556,81.17424242424242,2804.8,160
7029-RPUAV,True,True,True,False,17,True,True,True,False,False,True,False,True,True,Month-to-month,True,Credit card (automatic),100.45,1622.45,True,6,90.13611111111112,1-2 years,1-2 yearsMonth-to-month,True,12.876587301587303,0.6666666666666666,84.55555555555556,1707.65,102
4546-FOKWR,False,False,False,False,16,True,True,True,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),74.75,1129.35,False,3,66.43235294117646,1-2 years,1-2 yearsMonth-to-month,True,16.608088235294115,0.3333333333333333,62.035294117647055,1196.0,48
9036-CSKBW,False,False,False,False,51,True,True,True,True,True,True,False,True,True,One year,False,Bank transfer (automatic),107.45,5680.9,False,8,109.24807692307692,4-5 years,4-5 yearsOne year,True,12.138675213675214,0.8888888888888888,107.18173076923075,5479.95,408
5832-TRLPB,True,False,False,False,29,True,False,True,False,False,True,True,True,True,One year,True,Bank transfer (automatic),75.35,2243.9,False,6,74.79666666666667,2-3 years,2-3 yearsOne year,True,10.685238095238097,0.6666666666666666,72.28500000000001,2185.15,174
8590-YFFQO,True,False,True,False,70,True,False,True,True,True,True,True,False,False,Two year,False,Credit card (automatic),64.95,4523.25,False,6,63.70774647887324,5+ years,5+ yearsTwo year,False,9.101106639839037,0.6666666666666666,62.79295774647888,4546.5,420
8659-IOOPU,False,False,True,True,71,True,True,True,True,False,True,True,False,True,Two year,False,Electronic check,100.45,7159.7,False,7,99.44027777777778,5+ years,5+ yearsTwo year,True,12.430034722222222,0.7777777777777778,98.04513888888889,7131.95,497
1338-CECEE,True,False,True,True,41,True,True,True,False,True,True,False,True,False,One year,False,Bank transfer (automatic),68.5,2839.95,False,6,67.61785714285713,3-4 years,3-4 yearsOne year,False,9.65969387755102,0.6666666666666666,65.98690476190475,2808.5,246
7439-DKZTW,True,False,False,False,1,True,False,True,False,False,False,False,True,False,Month-to-month,True,Electronic check,80.55,80.55,False,3,40.275,<1 year,<1 yearMonth-to-month,True,10.06875,0.3333333333333333,0.0,80.55,3
4646-QZXTF,False,False,True,False,7,True,False,True,True,False,True,True,True,True,Month-to-month,False,Bank transfer (automatic),81.25,580.1,False,7,72.5125,<1 year,<1 yearMonth-to-month,True,9.0640625,0.7777777777777778,62.35625,568.75,49
4607-CHPCA,True,False,True,True,25,True,False,True,False,False,False,False,True,True,One year,True,Electronic check,90.4,2178.6,True,4,83.79230769230769,2-3 years,2-3 yearsOne year,True,16.75846153846154,0.4444444444444444,80.3153846153846,2260.0,100
9742-XOKTS,True,False,True,True,67,True,True,True,True,True,False,True,False,False,One year,False,Electronic check,89.55,6038.55,False,6,88.80220588235295,5+ years,5+ yearsOne year,True,12.686029411764707,0.6666666666666666,87.48529411764706,5999.849999999999,402
6921-OZMFH,True,False,True,True,5,True,True,True,False,False,False,True,False,False,Month-to-month,True,Mailed check,55.7,259.4,False,4,43.23333333333333,<1 year,<1 yearMonth-to-month,False,8.646666666666665,0.4444444444444444,33.95,278.5,20
9578-FOMUK,True,False,False,True,15,True,True,False,False,False,False,False,False,False,Month-to-month,True,Electronic check,24.8,324.15,False,2,20.259375,1-2 years,1-2 yearsMonth-to-month,False,6.753125,0.2222222222222222,18.709375,372.0,30
4712-UYOOI,False,False,True,True,20,True,False,False,False,False,False,False,False,False,Month-to-month,False,Electronic check,20.0,417.65,False,1,19.88809523809524,1-2 years,1-2 yearsMonth-to-month,False,9.944047619047618,0.1111111111111111,18.935714285714283,400.0,20
8824-RWFXJ,True,False,True,True,3,True,False,True,False,True,True,False,False,False,Month-to-month,True,Mailed check,56.15,168.15,True,4,42.0375,<1 year,<1 yearMonth-to-month,False,8.4075,0.4444444444444444,28.0,168.45,12
7722-CVFXN,True,False,True,True,54,True,True,True,False,True,False,True,True,True,One year,True,Electronic check,105.2,5637.85,False,7,102.50636363636364,4-5 years,4-5 yearsOne year,True,12.813295454545456,0.7777777777777778,100.59363636363638,5680.8,378
8717-VCTXJ,True,False,False,False,42,True,False,False,False,False,False,False,False,False,One year,True,Mailed check,19.55,839.4,False,1,19.52093023255814,3-4 years,3-4 yearsOne year,False,9.76046511627907,0.1111111111111111,19.066279069767443,821.1,42
7363-QTBIW,False,False,True,False,9,True,False,True,False,False,False,False,False,True,Month-to-month,True,Electronic check,79.75,769.1,False,3,76.91,<1 year,<1 yearMonth-to-month,True,19.2275,0.3333333333333333,68.935,717.75,27
4159-NAAIX,False,False,False,False,63,True,True,True,False,True,False,False,True,True,Two year,False,Bank transfer (automatic),97.45,6253.0,False,6,97.703125,5+ years,5+ yearsTwo year,True,13.957589285714286,0.6666666666666666,96.18046875,6139.35,378
0971-QIFJK,False,False,True,False,69,True,True,False,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),24.25,1641.8,False,2,23.454285714285717,5+ years,5+ yearsTwo year,False,7.818095238095238,0.2222222222222222,23.107857142857146,1673.25,138
9397-TZSHA,False,False,False,False,69,True,True,False,False,False,False,False,False,False,Two year,False,Credit card (automatic),24.6,1678.05,False,2,23.972142857142856,5+ years,5+ yearsTwo year,False,7.990714285714286,0.2222222222222222,23.62071428571429,1697.4,138
3391-JSQEW,True,False,True,False,40,True,False,True,False,True,False,False,False,False,Month-to-month,True,Mailed check,50.15,2058.5,False,3,50.207317073170735,3-4 years,3-4 yearsMonth-to-month,False,12.551829268292684,0.3333333333333333,48.984146341463415,2006.0,120
0343-QLUZP,True,False,False,False,60,False,False,True,True,True,True,False,False,False,Two year,False,Bank transfer (automatic),39.6,2424.5,False,4,39.74590163934426,4-5 years,4-5 yearsTwo year,False,7.949180327868852,0.4444444444444444,39.09672131147541,2376.0,240
9763-PDTKK,False,False,False,False,4,True,False,True,True,False,True,True,False,True,Month-to-month,True,Bank transfer (automatic),94.4,387.2,True,6,77.44,<1 year,<1 yearMonth-to-month,True,11.062857142857142,0.6666666666666666,58.55999999999999,377.6,24
2176-LVPNX,False,True,False,False,71,True,True,True,True,True,True,True,True,True,Two year,False,Mailed check,89.85,6293.45,False,9,87.40902777777778,5+ years,5+ yearsTwo year,True,8.740902777777778,1.0,86.1611111111111,6379.349999999999,639
7627-JKIAZ,False,False,True,False,37,True,True,True,False,False,True,False,False,False,Month-to-month,True,Credit card (automatic),78.95,2839.65,True,4,74.72763157894737,3-4 years,3-4 yearsMonth-to-month,True,14.945526315789474,0.4444444444444444,72.65,2921.15,148
3312-UUMZW,True,False,True,False,32,True,True,True,False,True,False,False,True,True,Month-to-month,True,Credit card (automatic),98.85,3145.9,False,6,95.33030303030304,2-3 years,2-3 yearsMonth-to-month,True,13.61861471861472,0.6666666666666666,92.3348484848485,3163.2,192
1271-UODNO,True,False,False,False,39,True,True,True,False,False,False,True,False,False,Two year,True,Credit card (automatic),53.85,2200.7,False,4,55.0175,3-4 years,3-4 yearsTwo year,False,11.0035,0.4444444444444444,53.67125,2100.15,156
8461-EFQYM,False,False,False,False,38,True,True,False,False,False,False,False,False,False,One year,True,Electronic check,24.25,914.4,False,2,23.446153846153845,3-4 years,3-4 yearsOne year,False,7.815384615384615,0.2222222222222222,22.82435897435897,921.5,76
6900-RBKER,True,False,False,False,52,True,True,True,False,False,True,False,False,True,Two year,True,Credit card (automatic),89.45,4577.75,False,5,86.37264150943396,4-5 years,4-5 yearsTwo year,True,14.395440251572326,0.5555555555555556,84.68490566037737,4651.400000000001,260
6891-JPYFF,False,False,True,True,48,True,True,True,True,True,False,False,True,True,Month-to-month,True,Credit card (automatic),105.25,4997.5,False,7,101.98979591836736,3-4 years,3-4 yearsMonth-to-month,True,12.74872448979592,0.7777777777777778,99.84183673469389,5052.0,336
1459-QNFQT,True,False,True,True,70,False,False,True,True,False,True,True,True,True,Two year,False,Bank transfer (automatic),59.5,4144.8,False,6,58.3774647887324,5+ years,5+ yearsTwo year,False,8.339637826961772,0.6666666666666666,57.53943661971831,4165.0,420
1047-NNCBF,True,False,False,False,20,True,False,True,False,False,False,False,False,False,Month-to-month,False,Credit card (automatic),70.55,1493.55,False,2,71.12142857142857,1-2 years,1-2 yearsMonth-to-month,True,23.707142857142856,0.2222222222222222,67.76190476190476,1411.0,40
3696-XRIEN,False,False,False,False,50,True,True,True,True,False,True,True,True,True,One year,True,Credit card (automatic),82.5,4179.1,False,8,81.94313725490197,4-5 years,4-5 yearsOne year,True,9.10479302832244,0.8888888888888888,80.32549019607843,4125.0,400
4081-DYXAV,False,False,False,False,19,False,False,True,False,False,False,False,True,True,One year,True,Credit card (automatic),44.85,893.55,True,3,44.6775,1-2 years,1-2 yearsOne year,False,11.169375,0.3333333333333333,42.435,852.15,57
0074-HDKDG,True,False,True,True,25,True,False,True,True,True,True,False,False,False,One year,True,Bank transfer (automatic),61.6,1611.0,False,5,61.96153846153846,2-3 years,2-3 yearsOne year,False,10.326923076923077,0.5555555555555556,59.5923076923077,1540.0,125
8791-GFXLZ,True,False,False,False,12,True,False,True,False,True,False,False,False,False,Month-to-month,True,Bank transfer (automatic),49.05,593.05,False,3,45.61923076923077,<1 year,<1 yearMonth-to-month,False,11.404807692307692,0.3333333333333333,41.84615384615385,588.5999999999999,36
8111-SLLHI,True,True,True,False,39,True,True,True,False,True,True,False,True,True,Month-to-month,True,Electronic check,105.65,4284.8,True,7,107.12,3-4 years,3-4 yearsMonth-to-month,True,13.39,0.7777777777777778,104.47875000000002,4120.35,273
0927-LCSMG,True,False,False,False,7,True,False,True,False,False,True,False,False,False,Month-to-month,False,Mailed check,74.65,544.55,True,3,68.06875,<1 year,<1 yearMonth-to-month,True,17.0171875,0.3333333333333333,58.7375,522.5500000000001,21
9330-DHBFL,False,False,True,True,23,True,False,True,True,True,True,True,False,False,One year,True,Mailed check,66.25,1533.8,False,6,63.90833333333333,1-2 years,1-2 yearsOne year,False,9.129761904761905,0.6666666666666666,61.14791666666667,1523.75,138
0098-BOWSO,True,False,False,False,27,True,False,False,False,False,False,False,False,False,Month-to-month,True,Electronic check,19.4,529.8,False,1,18.92142857142857,2-3 years,2-3 yearsMonth-to-month,False,9.460714285714284,0.1111111111111111,18.228571428571428,523.8,27
3452-ABWRL,True,True,False,False,47,True,True,True,False,False,False,False,True,False,Month-to-month,True,Credit card (automatic),86.05,3865.6,False,4,80.53333333333333,3-4 years,3-4 yearsMonth-to-month,True,16.106666666666666,0.4444444444444444,78.740625,4044.35,188
5859-HZYLF,True,False,True,True,26,True,False,False,False,False,False,False,False,False,Two year,True,Credit card (automatic),19.15,515.75,False,1,19.10185185185185,2-3 years,2-3 yearsTwo year,False,9.550925925925926,0.1111111111111111,18.392592592592592,497.9,26
8257-RZAHR,False,False,True,False,14,True,True,True,True,False,False,False,True,False,Month-to-month,True,Bank transfer (automatic),64.7,941.0,True,5,62.73333333333333,1-2 years,1-2 yearsMonth-to-month,False,10.455555555555556,0.5555555555555556,58.42,905.8,70
5293-WXJAK,False,True,True,False,11,True,True,True,False,False,True,True,True,True,Month-to-month,True,Bank transfer (automatic),104.05,1133.65,True,7,94.47083333333336,<1 year,<1 yearMonth-to-month,True,11.808854166666668,0.7777777777777778,85.80000000000001,1144.55,77
3156-QLHBO,True,False,False,True,2,True,False,False,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.25,48.35,False,1,16.116666666666667,<1 year,<1 yearMonth-to-month,False,8.058333333333334,0.1111111111111111,9.7,38.5,2
2208-NQBCT,False,False,True,True,26,True,False,True,True,True,False,False,False,False,Month-to-month,False,Electronic check,81.95,2070.05,False,4,76.66851851851852,2-3 years,2-3 yearsMonth-to-month,True,15.333703703703703,0.4444444444444444,73.63333333333334,2130.7000000000003,104
1779-PWPMG,False,True,True,False,72,True,True,True,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),114.65,8333.95,False,9,114.163698630137,5+ years,5+ yearsTwo year,True,11.4163698630137,1.0,112.59315068493152,8254.800000000001,648
6621-NRZAK,False,False,True,True,63,True,False,False,False,False,False,False,False,False,Two year,False,Credit card (automatic),20.0,1209.25,False,1,18.89453125,5+ years,5+ yearsTwo year,False,9.447265625,0.1111111111111111,18.58203125,1260.0,63
0831-JNISG,True,False,True,True,71,True,False,False,False,False,False,False,False,False,Two year,False,Mailed check,19.8,1396.25,False,1,19.39236111111111,5+ years,5+ yearsTwo year,False,9.696180555555555,0.1111111111111111,19.117361111111112,1405.8,71
0774-IFUVM,True,False,True,True,11,True,True,True,True,False,False,False,True,False,Month-to-month,True,Bank transfer (automatic),65.15,723.35,False,5,60.27916666666667,<1 year,<1 yearMonth-to-month,False,10.046527777777778,0.5555555555555556,54.85,716.6500000000001,55
3082-WQRVY,True,True,True,False,14,True,False,False,False,False,False,False,False,False,One year,False,Mailed check,19.65,228.65,False,1,15.243333333333334,1-2 years,1-2 yearsOne year,False,7.621666666666667,0.1111111111111111,13.933333333333334,275.1,14
9553-DLCLU,False,False,False,True,13,True,True,True,True,True,True,True,True,True,Two year,False,Credit card (automatic),88.95,1161.75,False,9,82.98214285714286,1-2 years,1-2 yearsTwo year,True,8.298214285714286,1.0,76.62857142857142,1156.35,117
1641-BYBTK,True,False,False,True,6,True,False,False,False,False,False,False,False,False,Month-to-month,True,Mailed check,20.2,98.35,False,1,14.05,<1 year,<1 yearMonth-to-month,False,7.025,0.1111111111111111,11.164285714285713,121.2,6
2460-NGXBJ,True,True,True,True,11,True,True,True,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),75.2,775.3,False,3,64.60833333333333,<1 year,<1 yearMonth-to-month,True,16.152083333333334,0.3333333333333333,58.34166666666666,827.2,33
2446-ZKVAF,True,False,True,False,18,True,True,True,False,True,False,False,False,False,Month-to-month,False,Credit card (automatic),56.8,1074.65,False,4,56.56052631578948,1-2 years,1-2 yearsMonth-to-month,False,11.312105263157896,0.4444444444444444,53.57105263157896,1022.4,72
0841-NULXI,True,False,False,False,1,False,False,True,False,False,False,False,False,True,Month-to-month,True,Electronic check,35.55,35.55,True,2,17.775,<1 year,<1 yearMonth-to-month,False,5.925,0.2222222222222222,0.0,35.55,2
3522-CDKHF,False,False,True,False,32,True,False,True,True,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),75.5,2324.7,False,3,70.44545454545454,2-3 years,2-3 yearsMonth-to-month,True,17.611363636363635,0.3333333333333333,68.15757575757576,2416.0,96
1430-SFQSA,True,False,False,False,29,False,False,True,True,False,False,True,False,False,One year,False,Mailed check,35.6,1072.6,False,3,35.75333333333333,2-3 years,2-3 yearsOne year,False,8.938333333333333,0.3333333333333333,34.56666666666667,1032.4,87
0411-EZJZE,False,False,False,False,3,True,True,True,False,False,False,False,True,False,Month-to-month,True,Electronic check,60.25,170.5,False,4,42.625,<1 year,<1 yearMonth-to-month,False,8.525,0.4444444444444444,27.5625,180.75,12
7851-WZEKY,False,False,False,False,2,True,True,True,False,False,False,False,True,True,Month-to-month,True,Electronic check,95.15,196.9,True,5,65.63333333333334,<1 year,<1 yearMonth-to-month,True,10.93888888888889,0.5555555555555556,33.916666666666664,190.3,10
8844-TONUD,True,False,True,True,13,True,False,True,False,False,True,False,True,True,Month-to-month,True,Mailed check,96.65,1162.85,True,5,83.06071428571428,1-2 years,1-2 yearsMonth-to-month,True,13.84345238095238,0.5555555555555556,76.15714285714284,1256.45,65
8807-ARQET,False,False,False,False,41,False,False,True,False,True,False,False,False,True,Month-to-month,True,Electronic check,40.35,1677.85,False,3,39.94880952380952,3-4 years,3-4 yearsMonth-to-month,False,9.98720238095238,0.3333333333333333,38.98809523809524,1654.35,123
8992-CEUEN,False,False,False,False,1,True,False,False,False,False,False,False,False,False,Month-to-month,False,Electronic check,18.85,18.85,False,1,9.425,<1 year,<1 yearMonth-to-month,False,4.7125,0.1111111111111111,0.0,18.85,1
4320-QMLLA,True,False,False,False,7,True,False,True,False,False,False,False,True,False,Month-to-month,False,Mailed check,54.85,370.4,False,3,46.3,<1 year,<1 yearMonth-to-month,False,11.575,0.3333333333333333,39.44375,383.95,21
8777-PVYGU,False,False,True,False,52,True,False,True,True,False,True,False,True,False,One year,True,Mailed check,64.3,3410.6,False,5,64.35094339622641,4-5 years,4-5 yearsOne year,False,10.725157232704404,0.5555555555555556,63.1377358490566,3343.6,260
8292-ITGYJ,False,False,True,True,45,True,True,False,False,False,False,False,False,False,Two year,True,Bank transfer (automatic),24.65,1138.8,False,2,24.756521739130434,3-4 years,3-4 yearsTwo year,False,8.252173913043478,0.2222222222222222,24.22065217391304,1109.25,90
6870-ZWMNX,True,False,True,False,70,True,True,True,False,True,True,True,True,False,Two year,False,Credit card (automatic),76.1,5264.25,False,7,74.1443661971831,5+ years,5+ yearsTwo year,True,9.268045774647888,0.7777777777777778,73.0725352112676,5327.0,490
0621-CXBKL,False,False,False,False,53,True,False,False,False,False,False,False,False,False,Two year,False,Mailed check,18.7,1005.7,False,1,18.624074074074077,4-5 years,4-5 yearsTwo year,False,9.312037037037037,0.1111111111111111,18.27777777777778,991.1,53
5268-DSMNQ,False,True,True,False,62,True,True,True,False,True,True,False,True,False,One year,True,Credit card (automatic),97.95,5936.55,False,6,94.2309523809524,5+ years,5+ yearsOne year,True,13.46156462585034,0.6666666666666666,92.67619047619048,6072.900000000001,372
5334-JLAXU,False,False,True,False,60,True,True,True,True,True,False,False,False,True,Month-to-month,True,Credit card (automatic),94.1,5475.9,False,6,89.76885245901639,4-5 years,4-5 yearsMonth-to-month,True,12.824121779859484,0.6666666666666666,88.22622950819671,5646.0,360
4086-YQSNZ,False,True,True,False,3,True,False,True,False,False,False,False,True,False,Month-to-month,True,Electronic check,80.4,224.05,True,3,56.0125,<1 year,<1 yearMonth-to-month,True,14.003125,0.3333333333333333,35.9125,241.2,9
6242-MBHPK,False,True,True,False,23,True,False,True,True,False,False,False,True,True,Month-to-month,True,Electronic check,95.1,2326.05,False,5,96.91875,1-2 years,1-2 yearsMonth-to-month,True,16.153125,0.5555555555555556,92.95625,2187.3,115
5868-CZJDR,True,False,False,True,1,False,False,True,False,True,False,False,False,False,Month-to-month,True,Mailed check,31.35,31.35,True,2,15.675,<1 year,<1 yearMonth-to-month,False,5.2250000000000005,0.2222222222222222,0.0,31.35,2
9359-UGBTK,False,False,False,False,67,True,False,True,True,False,True,True,False,True,One year,True,Bank transfer (automatic),72.35,4991.5,False,6,73.40441176470588,5+ years,5+ yearsOne year,True,10.486344537815128,0.6666666666666666,72.34044117647058,4847.45,402
0135-NMXAP,False,False,False,False,12,True,True,True,False,True,False,False,True,False,Month-to-month,True,Bank transfer (automatic),89.75,1052.4,True,5,80.95384615384616,<1 year,<1 yearMonth-to-month,True,13.492307692307692,0.5555555555555556,74.05000000000001,1077.0,60
4782-OSFXZ,False,True,True,False,71,True,True,True,True,True,True,True,False,True,Two year,True,Bank transfer (automatic),82.7,5831.2,False,8,80.98888888888888,5+ years,5+ yearsTwo year,True,8.998765432098764,0.8888888888888888,79.84027777777777,5871.7,568
6479-OAUSD,True,False,False,False,25,True,False,False,False,False,False,False,False,False,One year,False,Credit card (automatic),19.9,510.8,False,1,19.646153846153847,2-3 years,2-3 yearsOne year,False,9.823076923076924,0.1111111111111111,18.880769230769232,497.5,25
7129-ACFOG,False,False,False,False,5,True,True,True,True,False,False,False,False,False,Month-to-month,True,Electronic check,53.8,283.95,False,4,47.325,<1 year,<1 yearMonth-to-month,False,9.465,0.4444444444444444,38.35833333333333,269.0,20
4189-NAKJS,True,False,False,False,26,True,True,True,False,False,False,False,False,False,One year,True,Credit card (automatic),51.55,1295.4,False,3,47.97777777777778,2-3 years,2-3 yearsOne year,False,11.994444444444444,0.3333333333333333,46.06851851851852,1340.3,78
5562-BETPV,True,False,True,True,1,True,False,False,False,False,False,False,False,False,One year,False,Mailed check,19.65,19.65,False,1,9.825,<1 year,<1 yearOne year,False,4.9125,0.1111111111111111,0.0,19.65,1
1282-IHQAC,True,True,False,False,70,False,False,True,False,True,True,False,True,False,One year,True,Credit card (automatic),44.05,3011.65,False,4,42.417605633802815,5+ years,5+ yearsOne year,False,8.483521126760563,0.4444444444444444,41.797183098591546,3083.5,280
9127-FHJBZ,True,False,True,True,72,True,True,True,True,True,True,True,True,True,Two year,True,Electronic check,114.0,8093.15,False,9,110.86506849315067,5+ years,5+ yearsTwo year,True,11.086506849315068,1.0,109.30342465753424,8208.0,648
6270-OMFIW,True,False,True,False,60,True,False,True,False,True,False,False,True,True,One year,True,Electronic check,94.4,5610.25,True,5,91.97131147540983,4-5 years,4-5 yearsOne year,True,15.328551912568306,0.5555555555555556,90.42377049180328,5664.0,300
1641-RQDAY,False,True,True,True,32,True,True,True,False,True,False,False,True,True,Month-to-month,True,Electronic check,100.4,3217.65,False,6,97.50454545454544,2-3 years,2-3 yearsMonth-to-month,True,13.92922077922078,0.6666666666666666,94.46212121212122,3212.8,192
0107-WESLM,True,False,False,False,1,True,False,False,False,False,False,False,False,False,Month-to-month,True,Electronic check,19.85,19.85,True,1,9.925,<1 year,<1 yearMonth-to-month,False,4.9625,0.1111111111111111,0.0,19.85,1
6994-ORCWG,False,False,False,False,14,True,True,True,False,True,False,False,False,False,One year,True,Mailed check,54.25,773.2,False,4,51.54666666666667,1-2 years,1-2 yearsOne year,False,10.309333333333331,0.4444444444444444,47.93,759.5,56
1346-UFHAX,False,False,False,False,13,True,True,True,True,False,False,False,False,False,Month-to-month,True,Credit card (automatic),80.0,1029.35,False,4,73.52499999999999,1-2 years,1-2 yearsMonth-to-month,True,14.704999999999998,0.4444444444444444,67.81071428571428,1040.0,52
3992-YWPKO,False,False,False,False,6,True,True,True,False,True,True,True,True,True,Month-to-month,True,Credit card (automatic),109.9,669.45,True,8,95.63571428571429,<1 year,<1 yearMonth-to-month,True,10.626190476190477,0.8888888888888888,79.9357142857143,659.4000000000001,48
2933-XEUJM,False,False,False,False,46,True,True,True,True,False,True,False,True,True,Two year,False,Mailed check,79.2,3593.8,False,7,76.46382978723405,3-4 years,3-4 yearsTwo year,True,9.557978723404256,0.7777777777777778,74.77872340425533,3643.2,322
0125-LZQXK,True,False,False,False,15,True,False,True,False,False,True,True,True,True,Month-to-month,True,Electronic check,101.35,1553.95,True,6,97.121875,1-2 years,1-2 yearsMonth-to-month,True,13.874553571428573,0.6666666666666666,90.7875,1520.25,90
5461-QKNTN,True,True,True,False,43,True,True,True,False,True,False,True,True,False,Month-to-month,True,Electronic check,94.3,3953.15,False,6,89.84431818181818,3-4 years,3-4 yearsMonth-to-month,True,12.834902597402598,0.6666666666666666,87.70113636363637,4054.9,258
4835-YSJMR,True,False,False,False,39,True,False,True,False,False,False,True,False,False,Two year,True,Bank transfer (automatic),49.8,1971.15,False,3,49.27875,3-4 years,3-4 yearsTwo year,False,12.3196875,0.3333333333333333,48.033750000000005,1942.2,117
8399-YNDCH,True,True,False,False,21,True,False,True,False,False,True,False,True,False,Month-to-month,True,Bank transfer (automatic),60.05,1236.15,True,4,56.18863636363637,1-2 years,1-2 yearsMonth-to-month,False,11.237727272727271,0.4444444444444444,53.45909090909092,1261.05,84
3164-YAXFY,True,False,False,False,57,False,False,True,True,False,True,False,True,True,Month-to-month,True,Electronic check,53.75,3196.0,False,5,55.10344827586207,4-5 years,4-5 yearsMonth-to-month,False,9.183908045977011,0.5555555555555556,54.17672413793103,3063.75,285
0887-WBJVH,False,False,True,False,53,True,False,True,False,False,False,True,True,True,One year,True,Electronic check,93.45,4872.2,False,5,90.22592592592592,4-5 years,4-5 yearsOne year,True,15.037654320987654,0.5555555555555556,88.49537037037037,4952.85,265
4660-IRIBM,True,False,True,True,18,True,False,True,True,False,True,False,True,False,Month-to-month,True,Mailed check,87.9,1500.5,False,5,78.97368421052632,1-2 years,1-2 yearsMonth-to-month,True,13.162280701754383,0.5555555555555556,74.34736842105262,1582.2,90
5673-FSSMF,False,False,False,False,1,True,True,True,False,False,False,False,False,True,Month-to-month,True,Electronic check,60.15,60.15,True,4,30.075,<1 year,<1 yearMonth-to-month,False,6.015,0.4444444444444444,0.0,60.15,4
